id,kind,t_host_s,trial,block,phase,last_marker_request_id,last_marker_code,payload_json,name,event_id,code,pulse_ms,t_write_host_s,device_micros,simulated,error
426,marker_request,8.894075599964708,6,1,feedback,409,2,"{""name"": ""feedback_start"", ""code"": 3, ""pulse_ms"": 10, ""simulated"": true, ""task"": {""trial"": 6, ""block"": 1, ""phase"": ""feedback"", ""game_phase"": 2, ""tick"": 27, ""phase_blocks"": 0, ""x"": 20.0, ""y"": 50.0, ""vy"": 0.0, ""raw"": 0.81, ""normalized"": 0, ""smoothed"": 0.0, ""result"": 0, ""collision_object"": 0, ""reason"": """", ""feedback_steps"": 0}, ""timing"": ""callOnFlip""}",feedback_start,,3,10,,,True,
427,marker_ack,8.894142300006934,6,1,feedback,426,3,"{""event_id"": 426, ""code"": 3, ""t_write_host_s"": 8.894139399984851, ""device_micros"": null, ""simulated"": true}",,426,3,,8.894139399984851,,True,
429,marker_done,8.904838599963114,6,1,feedback,426,3,"{""event_id"": 426, ""code"": 3, ""device_micros"": null, ""simulated"": true}",,426,3,,,,True,
455,marker_request,9.144299900042824,6,1,result,426,3,"{""name"": ""success"", ""code"": 4, ""pulse_ms"": 10, ""simulated"": true, ""task"": {""trial"": 6, ""block"": 1, ""phase"": ""result"", ""game_phase"": 4, ""tick"": 29, ""phase_blocks"": 0, ""x"": 20.002499999999998, ""y"": 50.0, ""vy"": 0.0, ""raw"": 0.81, ""normalized"": 0, ""smoothed"": 0.0, ""result"": 1, ""collision_object"": 0, ""reason"": ""duration"", ""feedback_steps"": 2}, ""timing"": ""callOnFlip""}",success,,4,10,,,True,
456,marker_ack,9.144362100050785,6,1,result,455,4,"{""event_id"": 455, ""code"": 4, ""t_write_host_s"": 9.144359400030226, ""device_micros"": null, ""simulated"": true}",,455,4,,9.144359400030226,,True,
458,marker_done,9.155118700000457,6,1,result,455,4,"{""event_id"": 455, ""code"": 4, ""device_micros"": null, ""simulated"": true}",,455,4,,,,True,
470,marker_request,9.261500400025398,6,1,iti,455,4,"{""name"": ""trial_end"", ""code"": 6, ""pulse_ms"": 10, ""simulated"": true, ""task"": {""trial"": 6, ""block"": 1, ""phase"": ""iti"", ""game_phase"": 6, ""tick"": 30, ""phase_blocks"": 0, ""x"": 20.002499999999998, ""y"": 50.0, ""vy"": 0.0, ""raw"": 0.81, ""normalized"": 0, ""smoothed"": 0.0, ""result"": 1, ""collision_object"": 0, ""reason"": ""duration"", ""feedback_steps"": 2}, ""timing"": ""callOnFlip""}",trial_end,,6,10,,,True,
472,marker_ack,9.261743400013074,6,1,iti,470,6,"{""event_id"": 470, ""code"": 6, ""t_write_host_s"": 9.261739899986424, ""device_micros"": null, ""simulated"": true}",,470,6,,9.261739899986424,,True,
474,marker_done,9.27227119996678,6,1,iti,470,6,"{""event_id"": 470, ""code"": 6, ""device_micros"": null, ""simulated"": true}",,470,6,,,,True,
488,marker_request,9.393692300072871,7,1,prepare,470,6,"{""name"": ""trial_start"", ""code"": 2, ""pulse_ms"": 10, ""simulated"": true, ""task"": {""trial"": 7, ""block"": 1, ""phase"": ""prepare"", ""game_phase"": 1, ""tick"": 31, ""phase_blocks"": 0, ""x"": 20.002499999999998, ""y"": 50.0, ""vy"": 0.0, ""raw"": 0.81, ""normalized"": 0, ""smoothed"": 0.0, ""result"": 0, ""collision_object"": 0, ""reason"": """", ""feedback_steps"": 2}, ""timing"": ""callOnFlip""}",trial_start,,2,10,,,True,
489,marker_ack,9.393747200025246,7,1,prepare,488,2,"{""event_id"": 488, ""code"": 2, ""t_write_host_s"": 9.393745300010778, ""device_micros"": null, ""simulated"": true}",,488,2,,9.393745300010778,,True,
491,marker_done,9.40455129998736,7,1,prepare,488,2,"{""event_id"": 488, ""code"": 2, ""device_micros"": null, ""simulated"": true}",,488,2,,,,True,
504,marker_request,9.526976700057276,7,1,feedback,488,2,"{""name"": ""feedback_start"", ""code"": 3, ""pulse_ms"": 10, ""simulated"": true, ""task"": {""trial"": 7, ""block"": 1, ""phase"": ""feedback"", ""game_phase"": 2, ""tick"": 32, ""phase_blocks"": 0, ""x"": 20.0, ""y"": 50.0, ""vy"": 0.0, ""raw"": 0.81, ""normalized"": 0, ""smoothed"": 0.0, ""result"": 0, ""collision_object"": 0, ""reason"": """", ""feedback_steps"": 0}, ""timing"": ""callOnFlip""}",feedback_start,,3,10,,,True,
505,marker_ack,9.527056799968705,7,1,feedback,504,3,"{""event_id"": 504, ""code"": 3, ""t_write_host_s"": 9.527052800054662, ""device_micros"": null, ""simulated"": true}",,504,3,,9.527052800054662,,True,
507,marker_done,9.537176000070758,7,1,feedback,504,3,"{""event_id"": 504, ""code"": 3, ""device_micros"": null, ""simulated"": true}",,504,3,,,,True,
532,marker_request,9.76077469997108,7,1,result,504,3,"{""name"": ""success"", ""code"": 4, ""pulse_ms"": 10, ""simulated"": true, ""task"": {""trial"": 7, ""block"": 1, ""phase"": ""result"", ""game_phase"": 4, ""tick"": 34, ""phase_blocks"": 0, ""x"": 20.002499999999998, ""y"": 50.0, ""vy"": 0.0, ""raw"": 0.81, ""normalized"": 0, ""smoothed"": 0.0, ""result"": 1, ""collision_object"": 0, ""reason"": ""duration"", ""feedback_steps"": 2}, ""timing"": ""callOnFlip""}",success,,4,10,,,True,
533,marker_ack,9.76085379999131,7,1,result,532,4,"{""event_id"": 532, ""code"": 4, ""t_write_host_s"": 9.760847100056708, ""device_micros"": null, ""simulated"": true}",,532,4,,9.760847100056708,,True,
535,marker_done,9.771392000024207,7,1,result,532,4,"{""event_id"": 532, ""code"": 4, ""device_micros"": null, ""simulated"": true}",,532,4,,,,True,
549,marker_request,9.894641699967906,7,1,iti,532,4,"{""name"": ""trial_end"", ""code"": 6, ""pulse_ms"": 10, ""simulated"": true, ""task"": {""trial"": 7, ""block"": 1, ""phase"": ""iti"", ""game_phase"": 6, ""tick"": 35, ""phase_blocks"": 0, ""x"": 20.002499999999998, ""y"": 50.0, ""vy"": 0.0, ""raw"": 0.81, ""normalized"": 0, ""smoothed"": 0.0, ""result"": 1, ""collision_object"": 0, ""reason"": ""duration"", ""feedback_steps"": 2}, ""timing"": ""callOnFlip""}",trial_end,,6,10,,,True,
551,marker_ack,9.89473319996614,7,1,iti,549,6,"{""event_id"": 549, ""code"": 6, ""t_write_host_s"": 9.89471180003602, ""device_micros"": null, ""simulated"": true}",,549,6,,9.89471180003602,,True,
553,marker_done,9.905015000025742,7,1,iti,549,6,"{""event_id"": 549, ""code"": 6, ""device_micros"": null, ""simulated"": true}",,549,6,,,,True,
565,marker_request,10.010494700050913,8,1,prepare,549,6,"{""name"": ""trial_start"", ""code"": 2, ""pulse_ms"": 10, ""simulated"": true, ""task"": {""trial"": 8, ""block"": 1, ""phase"": ""prepare"", ""game_phase"": 1, ""tick"": 36, ""phase_blocks"": 0, ""x"": 20.002499999999998, ""y"": 50.0, ""vy"": 0.0, ""raw"": 0.81, ""normalized"": 0, ""smoothed"": 0.0, ""result"": 0, ""collision_object"": 0, ""reason"": """", ""feedback_steps"": 2}, ""timing"": ""callOnFlip""}",trial_start,,2,10,,,True,
566,marker_ack,10.010598400025629,8,1,prepare,565,2,"{""event_id"": 565, ""code"": 2, ""t_write_host_s"": 10.0105951000005, ""device_micros"": null, ""simulated"": true}",,565,2,,10.0105951000005,,True,
568,marker_done,10.02160920004826,8,1,prepare,565,2,"{""event_id"": 565, ""code"": 2, ""device_micros"": null, ""simulated"": true}",,565,2,,,,True,
582,marker_request,10.143777400022373,8,1,feedback,565,2,"{""name"": ""feedback_start"", ""code"": 3, ""pulse_ms"": 10, ""simulated"": true, ""task"": {""trial"": 8, ""block"": 1, ""phase"": ""feedback"", ""game_phase"": 2, ""tick"": 37, ""phase_blocks"": 0, ""x"": 20.0, ""y"": 50.0, ""vy"": 0.0, ""raw"": 0.81, ""normalized"": 0, ""smoothed"": 0.0, ""result"": 0, ""collision_object"": 0, ""reason"": """", ""feedback_steps"": 0}, ""timing"": ""callOnFlip""}",feedback_start,,3,10,,,True,
583,marker_ack,10.143842600053176,8,1,feedback,582,3,"{""event_id"": 582, ""code"": 3, ""t_write_host_s"": 10.14383940002881, ""device_micros"": null, ""simulated"": true}",,582,3,,10.14383940002881,,True,
585,marker_done,10.154314600047655,8,1,feedback,582,3,"{""event_id"": 582, ""code"": 3, ""device_micros"": null, ""simulated"": true}",,582,3,,,,True,
610,marker_request,10.393738100072369,8,1,result,582,3,"{""name"": ""success"", ""code"": 4, ""pulse_ms"": 10, ""simulated"": true, ""task"": {""trial"": 8, ""block"": 1, ""phase"": ""result"", ""game_phase"": 4, ""tick"": 39, ""phase_blocks"": 0, ""x"": 20.002499999999998, ""y"": 50.0, ""vy"": 0.0, ""raw"": 0.81, ""normalized"": 0, ""smoothed"": 0.0, ""result"": 1, ""collision_object"": 0, ""reason"": ""duration"", ""feedback_steps"": 2}, ""timing"": ""callOnFlip""}",success,,4,10,,,True,
611,marker_ack,10.393801199970767,8,1,result,610,4,"{""event_id"": 610, ""code"": 4, ""t_write_host_s"": 10.393798200064339, ""device_micros"": null, ""simulated"": true}",,610,4,,10.393798200064339,,True,
613,marker_done,10.404594299965538,8,1,result,610,4,"{""event_id"": 610, ""code"": 4, ""device_micros"": null, ""simulated"": true}",,610,4,,,,True,
627,marker_request,10.528210500022396,8,1,iti,610,4,"{""name"": ""trial_end"", ""code"": 6, ""pulse_ms"": 10, ""simulated"": true, ""task"": {""trial"": 8, ""block"": 1, ""phase"": ""iti"", ""game_phase"": 6, ""tick"": 40, ""phase_blocks"": 0, ""x"": 20.002499999999998, ""y"": 50.0, ""vy"": 0.0, ""raw"": 0.81, ""normalized"": 0, ""smoothed"": 0.0, ""result"": 1, ""collision_object"": 0, ""reason"": ""duration"", ""feedback_steps"": 2}, ""timing"": ""callOnFlip""}",trial_end,,6,10,,,True,
629,marker_ack,10.528363900026307,8,1,iti,627,6,"{""event_id"": 627, ""code"": 6, ""t_write_host_s"": 10.528358699986711, ""device_micros"": null, ""simulated"": true}",,627,6,,10.528358699986711,,True,
631,marker_done,10.538604100001976,8,1,iti,627,6,"{""event_id"": 627, ""code"": 6, ""device_micros"": null, ""simulated"": true}",,627,6,,,,True,
644,marker_request,10.644801000016741,9,1,prepare,627,6,"{""name"": ""trial_start"", ""code"": 2, ""pulse_ms"": 10, ""simulated"": true, ""task"": {""trial"": 9, ""block"": 1, ""phase"": ""prepare"", ""game_phase"": 1, ""tick"": 41, ""phase_blocks"": 0, ""x"": 20.002499999999998, ""y"": 50.0, ""vy"": 0.0, ""raw"": 0.81, ""normalized"": 0, ""smoothed"": 0.0, ""result"": 0, ""collision_object"": 0, ""reason"": """", ""feedback_steps"": 2}, ""timing"": ""callOnFlip""}",trial_start,,2,10,,,True,
645,marker_ack,10.644933599978685,9,1,prepare,644,2,"{""event_id"": 644, ""code"": 2, ""t_write_host_s"": 10.644929600064643, ""device_micros"": null, ""simulated"": true}",,644,2,,10.644929600064643,,True,
647,marker_done,10.655480499961413,9,1,prepare,644,2,"{""event_id"": 644, ""code"": 2, ""device_micros"": null, ""simulated"": true}",,644,2,,,,True,
